FlightId,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
433,c-9,c-10,c-7,1945,YV,ATW,ORD,160,1
434,c-8,c-5,c-6,2205,EV,ATL,SRQ,445,1
435,c-7,c-23,c-6,710,WN,PHX,MCI,1044,0
436,c-10,c-13,c-5,1949,EV,ICT,ATL,781,1
437,c-10,c-27,c-4,745,XE,ICT,IAH,542,0
438,c-9,c-22,c-5,1741,DL,ATL,DEN,1199,0
439,c-9,c-19,c-1,1242,DL,CHS,ATL,259,0
440,c-11,c-29,c-2,1148,WN,PHX,OKC,833,0
441,c-11,c-26,c-6,1638,OH,CMH,DCA,322,1
442,c-2,c-6,c-1,757,XE,TPA,CLE,927,0
443,c-1,c-17,c-2,941,AA,DFW,OAK,1456,0
444,c-11,c-16,c-4,1148,US,LAX,LAS,236,1
445,c-11,c-12,c-7,1652,UA,LAX,LAS,236,0
446,c-2,c-2,c-4,1335,WN,LAS,MDW,1521,0
447,c-10,c-19,c-4,600,MQ,JAN,DFW,408,0
448,c-12,c-19,c-1,1235,WN,SJC,MDW,1838,0
449,c-7,c-4,c-1,1347,HP,SJC,LAS,386,0
450,c-12,c-31,c-6,1444,EV,ATL,PHF,508,0
451,c-10,c-13,c-5,1242,FL,SFO,ATL,2139,0
452,c-5,c-1,c-1,1545,XE,STL,CLE,487,1
453,c-3,c-7,c-2,651,FL,PHL,MCO,861,0
454,c-3,c-6,c-7,1329,CO,IAH,RSW,861,0
455,c-12,c-21,c-4,744,CO,EWR,BOS,200,0
456,c-8,c-15,c-1,2210,OH,BOS,RDU,612,1
457,c-3,c-23,c-3,2039,MQ,FAT,LAX,209,1
458,c-5,c-13,c-6,1652,B6,LGB,LAS,231,0
459,c-11,c-7,c-1,1200,WN,MCI,OAK,1489,0
460,c-10,c-6,c-5,1458,WN,SAN,OAK,446,1
461,c-9,c-7,c-3,1805,OH,DTW,CVG,229,0
462,c-12,c-4,c-7,1340,UA,DEN,LAX,862,0
463,c-7,c-7,c-5,1904,OO,DSM,DEN,589,0
464,c-12,c-9,c-6,812,UA,ORD,SNA,1726,0
465,c-9,c-20,c-2,1553,WN,ABQ,PHX,328,0
466,c-3,c-22,c-2,1115,DL,RIC,ATL,481,0
467,c-8,c-9,c-3,850,YV,PHX,TUS,110,0
468,c-8,c-8,c-2,1450,OH,CMH,DCA,322,0
469,c-10,c-19,c-4,1935,NW,DCA,MSP,931,0
470,c-12,c-16,c-6,910,YV,ATW,ORD,160,0
471,c-3,c-23,c-3,1845,XE,MSP,CLE,622,0
472,c-5,c-14,c-6,1033,DH,IAD,PIT,183,0
473,c-10,c-17,c-2,1229,AQ,HNL,KOA,163,0
474,c-8,c-8,c-2,1608,YV,HNL,ITO,216,0
475,c-8,c-4,c-5,653,AQ,OGG,HNL,100,0
476,c-1,c-29,c-6,1132,MQ,ORF,ORD,717,0
477,c-7,c-19,c-2,1215,EV,MOB,CVG,611,0
478,c-2,c-1,c-2,859,EV,ATL,IAH,689,0
479,c-11,c-4,c-6,1232,DL,LAX,LGA,2469,0
480,c-3,c-19,c-7,1910,MQ,TUL,ORD,585,0
481,c-12,c-18,c-1,1437,UA,MCO,DEN,1545,0
482,c-11,c-2,c-3,1829,MQ,DFW,MSN,821,0
483,c-11,c-6,c-7,2105,WN,BWI,PBI,883,1
484,c-5,c-10,c-2,1533,US,CLT,PVD,683,0
485,c-6,c-21,c-2,557,CO,IAH,EWR,1400,0
486,c-8,c-29,c-1,637,NW,MKE,MSP,297,0
487,c-3,c-30,c-3,829,AA,LGA,ORD,733,0
488,c-6,c-7,c-3,1705,DL,ATL,JAX,270,0
489,c-5,c-22,c-7,2022,EV,AVL,ATL,164,1
490,c-11,c-12,c-6,1510,WN,LAS,PDX,762,0
491,c-7,c-20,c-3,1830,DL,LIT,ATL,453,0
492,c-11,c-10,c-5,629,WN,SEA,RNO,564,0
493,c-8,c-30,c-2,1730,NW,DTW,BNA,457,0
494,c-4,c-4,c-2,1308,CO,MCO,IAH,853,0
495,c-1,c-10,c-2,1518,DL,JFK,SFO,2586,0
496,c-10,c-26,c-4,953,WN,BWI,PVD,328,0
497,c-10,c-24,c-1,1041,XE,DCA,CLE,310,0
498,c-8,c-12,c-5,626,OO,SFO,SMF,86,0
499,c-2,c-8,c-2,802,AA,BWI,DFW,1217,0
500,c-5,c-26,c-5,1040,UA,LAX,IAD,2288,0
501,c-8,c-24,c-3,1259,XE,IAH,GSP,838,0
502,c-5,c-27,c-6,815,WN,BWI,TPA,842,0
503,c-2,c-22,c-2,1433,UA,LAX,ORD,1745,1
504,c-9,c-27,c-2,1523,FL,ATL,DFW,732,0
505,c-2,c-25,c-6,2138,UA,DEN,DFW,641,1
506,c-1,c-4,c-2,1909,DL,CVG,LEX,70,0
507,c-11,c-3,c-5,1117,DL,TLH,ATL,223,0
508,c-1,c-1,c-7,2248,DL,SEA,ATL,2182,0
509,c-12,c-26,c-1,1202,DL,ATL,JAX,270,0
510,c-5,c-30,c-2,1554,CO,IAH,EWR,1400,0
511,c-8,c-30,c-2,1825,NW,MEM,EWR,946,0
512,c-6,c-6,c-2,1155,NW,DTW,DCA,405,0
513,c-9,c-19,c-1,1936,DL,TLH,ATL,223,0
514,c-10,c-3,c-2,743,WN,SEA,PHX,1107,0
515,c-1,c-29,c-6,845,MQ,PIA,ORD,130,0
516,c-2,c-20,c-1,1110,WN,DAL,ABQ,580,0
517,c-12,c-30,c-5,2005,DL,ATL,DFW,732,1
518,c-8,c-6,c-6,906,MQ,DFW,CLE,1021,1
519,c-2,c-10,c-5,1712,DL,MCO,SLC,1929,0
520,c-8,c-1,c-2,621,WN,TUS,ABQ,321,0
521,c-2,c-28,c-1,850,DL,LGA,ATL,761,0
522,c-10,c-9,c-1,935,YV,HNL,LIH,102,0
523,c-7,c-30,c-7,1701,AS,SEA,BUR,937,1
524,c-1,c-3,c-1,1350,EV,DFW,AUS,190,1
525,c-6,c-6,c-2,1848,XE,IAH,TLH,658,0
526,c-5,c-19,c-5,1845,EV,CAK,ATL,528,0
527,c-5,c-21,c-6,1339,AA,DFW,MSY,448,1
528,c-5,c-31,c-3,1606,DL,CHS,ATL,259,1
529,c-2,c-7,c-1,953,UA,ORD,LAS,1515,0
530,c-8,c-18,c-4,1616,MQ,TVC,ORD,224,1
531,c-2,c-24,c-5,702,AA,MIA,ORD,1197,0
532,c-7,c-14,c-5,749,AA,RIC,DFW,1158,0
533,c-11,c-6,c-1,2108,NW,DTW,JFK,508,0
534,c-10,c-2,c-1,930,YV,SBA,PHX,455,0
535,c-11,c-28,c-2,930,WN,TPA,LAS,1984,0
536,c-11,c-14,c-2,1928,US,CLT,BNA,329,0
537,c-7,c-19,c-2,725,US,PIT,TPA,873,0
538,c-4,c-10,c-1,728,US,PIT,FLL,994,0
539,c-10,c-13,c-4,1903,NW,DTW,CMH,155,0
540,c-10,c-28,c-6,1920,EV,BWI,ATL,576,0
541,c-2,c-15,c-3,1904,XE,SAV,IAH,851,1
542,c-7,c-7,c-4,1054,UA,BOS,DEN,1754,0
543,c-10,c-14,c-6,657,UA,ORD,TPA,1012,0
544,c-3,c-28,c-2,914,NW,LAS,MSP,1300,0
545,c-10,c-24,c-1,830,WN,BWI,PHX,1999,1
546,c-12,c-21,c-4,1938,B6,JFK,MCO,944,1
547,c-4,c-26,c-2,1657,AA,LAX,HNL,2556,0
548,c-7,c-11,c-1,2252,US,CLT,ILM,185,1
549,c-12,c-6,c-2,1551,OH,CVG,CLE,221,1
550,c-8,c-24,c-4,704,WN,PBI,TPA,174,0
551,c-3,c-17,c-4,2115,UA,ORD,DCA,612,1
552,c-6,c-16,c-4,1847,AS,SEA,RNO,564,1
553,c-5,c-28,c-6,1215,OO,SLC,LAX,590,0
554,c-9,c-26,c-1,740,AA,MIA,SFO,2585,0
555,c-3,c-4,c-6,1650,FL,ATL,BWI,576,0
556,c-8,c-3,c-3,1622,OO,SGU,LAX,348,0
557,c-4,c-23,c-7,1019,OO,BOI,SFO,522,0
558,c-10,c-19,c-4,720,WN,SNA,OAK,371,0
559,c-10,c-4,c-3,1438,WN,MCO,HOU,848,0
560,c-4,c-17,c-7,2350,AS,ANC,FAI,261,0
561,c-9,c-26,c-1,1750,DH,IAD,SEA,2306,0
562,c-9,c-2,c-6,1830,YV,PHX,DSM,1149,1
563,c-5,c-26,c-4,1211,CO,MCO,CLE,895,0
564,c-4,c-20,c-3,1600,US,CLT,IAH,913,0
565,c-10,c-2,c-1,804,HA,HNL,LAX,2556,0
566,c-9,c-15,c-4,2154,MQ,ORD,CLE,316,1
567,c-5,c-25,c-4,1354,NW,DTW,CLT,500,0
568,c-6,c-25,c-6,1100,OH,CVG,MSP,596,0
569,c-6,c-24,c-6,1159,DL,ORD,ATL,606,0
570,c-12,c-19,c-1,1533,CO,IAH,SAT,191,0
571,c-5,c-2,c-1,1205,AA,DFW,SMF,1431,0
572,c-10,c-16,c-1,1005,UA,DEN,DTW,1123,0
573,c-5,c-30,c-2,652,UA,PHX,ORD,1440,0
574,c-8,c-7,c-1,823,B6,ROC,JFK,264,0
575,c-5,c-11,c-4,705,WN,TPA,BNA,612,0
576,c-9,c-25,c-7,2117,MQ,ORD,CVG,264,1
577,c-4,c-27,c-3,810,MQ,XNA,DFW,281,0
578,c-11,c-6,c-7,730,WN,PDX,BOI,344,0
579,c-2,c-16,c-3,2159,CO,LAX,EWR,2454,0
580,c-5,c-6,c-6,1401,WN,OAK,PDX,543,1
581,c-6,c-21,c-3,1815,CO,IAH,LAX,1379,0
582,c-9,c-11,c-1,1925,NW,PHX,MSP,1276,1
583,c-4,c-27,c-3,530,EV,PHF,ATL,508,0
584,c-12,c-1,c-5,822,NW,MSP,BDL,1050,1
585,c-1,c-3,c-2,1710,CO,HDN,IAH,986,0
586,c-7,c-22,c-6,616,F9,STL,DEN,770,0
587,c-5,c-25,c-4,1035,AA,MSP,ORD,334,0
588,c-5,c-21,c-7,1800,WN,MDW,DTW,229,0
589,c-1,c-15,c-6,1125,WN,JAX,BWI,663,0
590,c-7,c-22,c-5,1402,NW,DTW,MDT,370,0
591,c-9,c-14,c-3,1113,B6,FLL,LGA,1076,0
592,c-9,c-6,c-3,1017,YV,HNL,OGG,100,0
593,c-7,c-6,c-3,1507,OO,SLC,SFO,599,0
594,c-6,c-6,c-1,2032,WN,MHT,MCO,1142,1
595,c-4,c-30,c-7,618,MQ,DFW,MSP,852,0
596,c-10,c-2,c-1,840,WN,ISP,BWI,220,0
597,c-9,c-7,c-4,1854,OO,ORD,LEX,323,0
598,c-11,c-11,c-6,1230,NW,EWR,DTW,487,0
599,c-10,c-25,c-3,739,US,CLT,LAX,2125,0
600,c-3,c-7,c-2,1553,EV,BTR,CVG,693,0
601,c-5,c-12,c-5,700,DL,JFK,SLC,1989,0
602,c-12,c-5,c-1,1329,AS,SAN,PDX,933,0
603,c-8,c-24,c-4,1537,AA,BWI,DFW,1217,0
604,c-4,c-5,c-2,1715,WN,RDU,BWI,255,0
605,c-7,c-11,c-2,2214,XE,DFW,IAH,224,1
606,c-7,c-10,c-1,2007,OO,ORD,SPI,174,0
607,c-3,c-17,c-4,1334,US,ORD,DCA,612,1
608,c-3,c-30,c-4,1311,NW,MSP,FLL,1487,0
609,c-10,c-10,c-2,1635,YV,IAD,MHT,418,0
610,c-9,c-22,c-5,1605,EV,VPS,ATL,264,1
611,c-3,c-8,c-2,1408,UA,SEA,ORD,1721,0
612,c-10,c-24,c-2,2059,EV,ATL,LYH,389,0
613,c-5,c-7,c-6,1520,WN,MCI,MDW,405,0
614,c-6,c-9,c-5,920,WN,MDW,PHL,668,0
615,c-7,c-1,c-5,2037,WN,LAX,SMF,373,1
616,c-2,c-15,c-3,1450,OO,SFO,ONT,363,0
617,c-4,c-1,c-6,2013,WN,PBI,ISP,1052,0
618,c-2,c-22,c-3,1450,AA,ORD,MIA,1197,1
619,c-5,c-8,c-1,1255,DL,EWR,ATL,745,0
620,c-8,c-12,c-5,2114,WN,ELP,PHX,347,0
621,c-8,c-20,c-6,1800,US,CLT,DCA,331,1
622,c-1,c-24,c-1,900,AA,DFW,MSP,852,0
623,c-7,c-8,c-5,1856,NW,MSP,PVD,1116,1
624,c-2,c-26,c-6,1635,WN,MDW,IND,162,0
625,c-11,c-18,c-6,1500,F9,SAN,DEN,853,0
626,c-6,c-27,c-1,1222,NW,DTW,MSP,528,1
627,c-9,c-20,c-3,1123,CO,RSW,EWR,1068,0
628,c-4,c-21,c-4,1614,DL,CVG,PIT,256,0
629,c-3,c-2,c-4,1542,EV,ATL,MLI,633,0
630,c-3,c-1,c-3,1800,DL,CVG,ABQ,1240,0
631,c-6,c-13,c-1,1809,AS,OAK,SEA,671,0
632,c-2,c-9,c-3,730,WN,LAX,SMF,373,0
633,c-12,c-29,c-4,623,MQ,DSM,DFW,624,0
634,c-3,c-20,c-7,1715,WN,SJC,LAX,308,1
635,c-1,c-7,c-5,1325,OO,SLC,COS,410,0
636,c-12,c-1,c-4,1019,HA,HNL,LIH,102,0
637,c-3,c-24,c-5,1641,OO,LAX,SBA,89,0
638,c-12,c-26,c-2,851,XE,EWR,DTW,487,0
639,c-10,c-28,c-5,637,CO,CLE,EWR,404,0
640,c-2,c-23,c-4,1306,AA,MCO,SJU,1189,0
641,c-12,c-3,c-6,1507,MQ,EVV,DFW,642,0
642,c-7,c-31,c-1,810,YV,DEN,JAC,406,0
643,c-8,c-20,c-7,1210,WN,HOU,AUS,148,0
644,c-11,c-21,c-1,1126,MQ,CLT,ORD,599,0
645,c-1,c-26,c-3,1315,OH,MCO,CVG,756,0
646,c-8,c-20,c-7,2148,WN,BWI,CMH,336,0
647,c-7,c-27,c-4,1741,OO,DEN,TUS,639,0
648,c-2,c-5,c-7,631,F9,MSP,DEN,680,0
649,c-12,c-3,c-6,655,AA,MIA,ORD,1197,0
650,c-2,c-26,c-6,1812,DL,ATL,BDL,859,0
651,c-7,c-22,c-6,1517,AA,MIA,MSY,674,1
652,c-6,c-5,c-7,1119,OH,SAV,CVG,515,0
653,c-2,c-16,c-4,1036,NW,DTW,SRQ,1023,0
654,c-7,c-29,c-5,1027,OH,SGF,CVG,491,0
655,c-11,c-29,c-2,1145,MQ,ORD,SDF,286,0
656,c-5,c-11,c-4,620,XE,SYR,CLE,317,0
657,c-8,c-30,c-3,1002,US,PHL,RSW,992,1
658,c-6,c-8,c-4,1552,UA,ORD,GRR,137,0
659,c-6,c-14,c-3,1055,DL,LAS,ATL,1747,0
660,c-7,c-16,c-6,1544,US,IND,PHL,587,1
661,c-12,c-12,c-1,1555,OH,OKC,CVG,756,0
662,c-6,c-3,c-5,600,OO,LAN,ORD,179,0
663,c-6,c-30,c-5,952,WN,LAX,SJC,308,0
664,c-5,c-16,c-2,1217,F9,DEN,SEA,1024,0
665,c-6,c-20,c-2,1846,B6,BTV,JFK,267,0
666,c-10,c-13,c-4,1713,NW,DTW,MCI,629,0
667,c-12,c-31,c-7,2121,WN,LAS,SJC,386,0
668,c-9,c-18,c-7,1205,US,DEN,PIT,1290,0
669,c-7,c-31,c-1,841,DL,JFK,PBI,1028,0
670,c-6,c-16,c-4,1304,CO,IAH,SAT,191,0
671,c-11,c-7,c-2,756,B6,BOS,PBI,1197,0
672,c-5,c-18,c-3,1730,FL,BMI,ATL,533,0
673,c-8,c-8,c-1,1112,EV,AGS,ATL,143,1
674,c-10,c-17,c-2,1018,EV,RIC,ATL,481,1
675,c-11,c-9,c-4,448,NW,BIS,MSP,386,0
676,c-3,c-1,c-3,2337,DL,LAX,ATL,1946,0
677,c-6,c-2,c-5,1631,FL,ATL,BMI,533,0
678,c-5,c-13,c-6,2033,UA,DEN,PDX,992,0
679,c-6,c-11,c-7,1706,NW,LIT,MEM,129,1
680,c-9,c-10,c-7,1321,AA,OAK,DFW,1456,0
681,c-8,c-1,c-2,739,US,CLT,PIT,366,0
682,c-10,c-30,c-1,1231,XE,CLE,PHL,363,0
683,c-8,c-5,c-6,640,AA,SDF,DFW,733,0
684,c-11,c-17,c-5,1230,WN,PHL,MCO,861,1
685,c-9,c-4,c-1,1114,NW,BNA,MSP,695,0
686,c-2,c-26,c-7,1654,XE,CLE,MSN,402,0
687,c-1,c-23,c-7,1920,UA,DEN,AUS,775,0
688,c-7,c-1,c-5,800,FL,DFW,BWI,1217,0
689,c-11,c-1,c-2,1223,NW,DTW,MCI,629,0
690,c-4,c-18,c-1,1440,WN,SAT,DAL,248,0
691,c-9,c-1,c-5,1722,DL,AUS,ATL,813,0
692,c-10,c-1,c-6,1501,AA,ORD,PHX,1440,0
693,c-10,c-12,c-3,1356,EV,ATL,BQK,238,0
694,c-8,c-23,c-2,1351,AA,LAX,ORD,1745,0
695,c-2,c-5,c-6,1709,US,FLL,PVD,1188,0
696,c-10,c-31,c-2,1650,NW,CLE,DTW,95,0
697,c-10,c-3,c-2,1032,WN,LAX,MDW,1750,0
698,c-10,c-4,c-2,905,OO,SEA,GEG,224,0
699,c-6,c-24,c-6,808,DL,DTW,ATL,594,0
700,c-10,c-11,c-3,1638,DL,LAX,ATL,1946,0
701,c-1,c-5,c-3,1610,EV,ATL,GNV,300,1
702,c-12,c-31,c-6,1530,WN,BOI,GEG,287,0
703,c-2,c-25,c-6,922,DL,CHS,ATL,259,0
704,c-10,c-3,c-2,741,WN,TPA,MSY,487,0
705,c-8,c-29,c-1,1413,XE,CRP,IAH,201,1
706,c-8,c-17,c-4,732,NW,IND,LGA,659,0
707,c-12,c-12,c-2,1902,WN,MAF,AUS,294,0
708,c-7,c-5,c-3,1050,EV,ATL,STX,1638,1
709,c-8,c-26,c-6,825,AA,MIA,LGA,1097,0
710,c-4,c-5,c-3,1456,NW,DEN,DTW,1123,0
711,c-9,c-27,c-2,1545,US,PHL,LAS,2176,0
712,c-11,c-12,c-7,2147,AA,DFW,OKC,175,0
713,c-9,c-27,c-2,1655,WN,ABQ,DAL,580,1
714,c-9,c-10,c-7,2246,MQ,ORD,BMI,116,1
715,c-10,c-6,c-5,1311,CO,IAH,PIT,1117,0
716,c-5,c-16,c-2,2025,MQ,ORD,MSP,334,0
717,c-12,c-18,c-1,2001,AA,DFW,JAX,919,0
718,c-8,c-31,c-3,2200,XE,EWR,MCI,1092,1
719,c-5,c-15,c-1,1810,WN,GEG,BOI,287,0
720,c-9,c-4,c-7,1029,DL,LGA,BOS,185,0
721,c-1,c-28,c-5,722,MQ,ORD,GRR,137,0
722,c-7,c-17,c-7,1845,FL,ATL,FLL,581,0
723,c-9,c-26,c-1,928,US,CLT,PVD,683,0
724,c-10,c-6,c-5,1026,CO,IAH,CLE,1091,0
725,c-8,c-30,c-2,1623,HP,BOI,PHX,735,1
726,c-6,c-22,c-3,1248,EV,ATL,MDT,619,1
727,c-5,c-17,c-2,1305,WN,LAX,MDW,1750,0
728,c-9,c-25,c-7,1211,EV,ATL,GPT,352,0
729,c-1,c-10,c-1,1137,OO,SMF,SFO,86,1
730,c-3,c-26,c-6,800,WN,LAX,SJC,308,0
731,c-3,c-26,c-7,612,CO,SEA,IAH,1874,0
732,c-1,c-28,c-6,741,MQ,GRK,DFW,134,0
733,c-8,c-19,c-5,1010,AA,ORD,RSW,1120,0
734,c-2,c-13,c-7,1346,NW,DTW,PHL,453,0
735,c-5,c-31,c-3,814,MQ,ORD,GRR,137,0
736,c-11,c-8,c-2,1800,OO,SPI,ORD,174,0
737,c-8,c-19,c-5,1712,DL,SLC,MSY,1428,0
738,c-10,c-20,c-5,2005,OH,RDU,ATL,356,1
739,c-12,c-21,c-4,1203,XE,PIT,EWR,319,0
740,c-6,c-19,c-1,1526,MQ,ORD,HPN,738,1
741,c-4,c-10,c-7,940,OO,BFL,LAX,109,0
742,c-2,c-23,c-4,2259,DL,ATL,BHM,134,0
743,c-8,c-27,c-6,1523,MQ,ORD,RST,268,0
744,c-2,c-24,c-5,1627,CO,MCO,EWR,938,1
745,c-9,c-6,c-3,1019,F9,SLC,DEN,391,0
746,c-2,c-13,c-7,2040,TZ,IND,RSW,946,0
747,c-1,c-26,c-3,1120,MQ,RDU,LGA,431,0
748,c-1,c-22,c-6,1235,OH,CVG,CHA,278,0
749,c-1,c-27,c-5,1745,WN,MCI,SMF,1442,0
750,c-6,c-16,c-4,1120,WN,OAK,SNA,371,1
751,c-9,c-15,c-4,1342,CO,IAH,LGA,1416,1
752,c-1,c-14,c-5,821,MQ,GRK,DFW,134,0
753,c-1,c-31,c-1,1903,DH,SAV,IAD,515,0
754,c-2,c-16,c-3,1127,DL,STL,CVG,307,0
755,c-3,c-26,c-7,1508,WN,BUF,BWI,281,0
756,c-3,c-5,c-7,2114,OO,SLC,BTM,357,0
757,c-11,c-12,c-7,1839,B6,PBI,JFK,1028,1
758,c-6,c-26,c-1,1820,OH,PHL,CVG,507,1
759,c-8,c-29,c-2,803,FL,ATL,HOU,696,0
760,c-11,c-3,c-4,1308,DL,ATL,CMH,446,0
761,c-10,c-8,c-6,1856,FL,BOS,BWI,370,1
762,c-4,c-21,c-4,1400,OH,LGA,RDU,431,1
763,c-5,c-25,c-3,1715,WN,DAL,HOU,239,1
764,c-3,c-14,c-1,1006,OO,LAX,SBA,89,0
765,c-12,c-29,c-5,2106,XE,EWR,ALB,143,0
766,c-8,c-17,c-4,1248,MQ,DCA,RDU,227,0
767,c-10,c-7,c-5,1743,OH,CVG,FWA,136,0
768,c-4,c-19,c-2,950,US,DCA,ORD,612,0
769,c-4,c-25,c-1,1501,FL,FNT,ATL,644,0
770,c-7,c-17,c-7,1824,CO,JFK,IAH,1417,1
771,c-12,c-11,c-7,2037,US,PIT,PHL,267,0
772,c-7,c-13,c-3,2151,HP,PHX,LAS,256,1
773,c-11,c-22,c-2,1656,CO,EWR,SNA,2433,0
774,c-7,c-11,c-2,1158,YV,PHX,TUS,110,0
775,c-11,c-29,c-2,1008,MQ,DFW,AMA,313,0
776,c-6,c-24,c-5,1738,WN,MSY,HOU,303,1
777,c-11,c-22,c-3,1838,EV,JAN,ATL,341,1
778,c-4,c-24,c-7,657,MQ,RDU,DCA,227,0
779,c-3,c-14,c-2,1810,F9,DEN,LAX,862,1
780,c-12,c-4,c-1,2224,NW,MSP,CID,221,0
781,c-2,c-27,c-7,520,OH,BGM,CVG,506,0
782,c-6,c-5,c-7,1811,MQ,DFW,ICT,328,1
783,c-9,c-19,c-1,529,MQ,BGR,LGA,378,0
784,c-2,c-9,c-3,1119,NW,MSP,LSE,120,0
785,c-5,c-29,c-1,1140,WN,DAL,AMA,324,1
786,c-4,c-12,c-2,801,UA,ORD,PHL,678,0
787,c-10,c-21,c-6,818,XE,EWR,RDU,416,0
788,c-7,c-16,c-6,2024,AA,MIA,MCO,193,0
789,c-10,c-27,c-5,1417,B6,MCO,JFK,944,1
790,c-4,c-3,c-1,755,FL,CAK,LGA,396,0
791,c-7,c-3,c-7,1932,F9,DEN,IND,977,1
792,c-12,c-16,c-6,2036,F9,DEN,STL,770,0
793,c-5,c-2,c-2,705,WN,BWI,BDL,283,0
794,c-10,c-19,c-4,1403,XE,ABE,CLE,339,0
795,c-12,c-30,c-6,1028,F9,DEN,MCI,533,0
796,c-9,c-11,c-1,1435,XE,EWR,DAB,884,0
797,c-7,c-28,c-4,515,HA,HNL,OGG,100,0
798,c-8,c-27,c-7,1050,EV,JFK,ATL,760,0
799,c-1,c-22,c-7,1445,YV,ORD,MSN,109,0
800,c-10,c-20,c-5,1951,WN,PHX,LAS,256,0
801,c-4,c-12,c-3,1820,WN,BDL,MDW,777,1
802,c-2,c-25,c-5,2032,AA,MIA,DFW,1121,0
803,c-1,c-12,c-3,912,MQ,OKC,DFW,175,0
804,c-1,c-26,c-3,1826,XE,GSP,IAH,838,0
805,c-12,c-13,c-3,957,WN,ABQ,DAL,580,0
806,c-12,c-4,c-7,1127,MQ,MIA,DAY,999,0
807,c-1,c-8,c-7,1044,DL,SDF,ATL,321,0
808,c-1,c-6,c-4,925,EV,TPA,HSV,523,0
809,c-7,c-31,c-7,1210,B6,TPA,JFK,1005,1
810,c-8,c-10,c-4,1739,MQ,DFW,BTR,383,1
811,c-3,c-31,c-4,1056,EV,TRI,ATL,227,0
812,c-11,c-17,c-4,1514,MQ,DFW,BTR,383,0
813,c-2,c-22,c-2,2111,CO,IAH,LAX,1379,0
814,c-1,c-13,c-4,2239,UA,LAX,LAS,236,0
815,c-2,c-13,c-7,1030,WN,HOU,DAL,239,0
816,c-12,c-1,c-4,1545,EV,GPT,ATL,352,0
817,c-6,c-12,c-7,729,HP,PHX,SFO,651,0
818,c-7,c-26,c-2,1036,NW,DTW,IAH,1076,1
819,c-9,c-11,c-7,841,UA,DEN,OAK,957,0
820,c-8,c-10,c-3,2205,WN,HOU,DAL,239,0
821,c-4,c-11,c-2,1608,F9,DEN,DFW,641,0
822,c-11,c-5,c-6,1150,HA,OGG,HNL,100,0
823,c-4,c-21,c-5,1035,OH,LGA,RIC,292,0
824,c-2,c-22,c-2,1415,TZ,MDW,SFO,1855,0
825,c-6,c-3,c-6,2013,YV,CLT,STL,575,1
826,c-7,c-10,c-1,918,CO,IAH,EWR,1400,1
827,c-8,c-16,c-3,1710,OO,DEN,RAP,301,0
828,c-11,c-22,c-2,643,AS,SEA,SMF,605,0
829,c-2,c-19,c-6,750,AA,EWR,SJU,1608,1
830,c-1,c-2,c-7,1440,EV,CVG,DTW,229,0
831,c-1,c-17,c-1,2039,FL,TPA,ATL,406,0
832,c-3,c-6,c-1,835,WN,PHX,TUL,935,0
833,c-11,c-10,c-5,956,HA,HNL,OGG,100,0
834,c-7,c-3,c-7,1159,NW,DTW,ORD,235,0
835,c-8,c-18,c-5,2222,OO,ORD,CHS,760,1
836,c-12,c-2,c-5,658,DL,MCO,LAX,2217,0
837,c-4,c-9,c-7,1352,YV,ORD,GSP,577,0
838,c-7,c-6,c-3,1419,UA,DEN,SLC,391,0
839,c-2,c-20,c-7,1302,MQ,ORD,RIC,642,0
840,c-8,c-14,c-1,1409,HA,LIH,HNL,102,0
841,c-1,c-4,c-2,1435,OO,SFO,RNO,192,0
842,c-6,c-23,c-4,1825,WN,PDX,BOI,344,0
843,c-9,c-10,c-6,1706,HP,PDX,PHX,1009,0
844,c-2,c-25,c-5,1350,OH,CVG,OMA,614,0
845,c-5,c-22,c-7,1120,NW,MCO,MSP,1310,0
846,c-1,c-8,c-7,1731,WN,MAF,ELP,246,0
847,c-1,c-16,c-1,833,OO,SFO,FAT,158,1
848,c-10,c-17,c-1,1150,US,ALB,DCA,318,0
849,c-9,c-8,c-5,2009,US,PHL,ATL,665,0
850,c-9,c-25,c-1,1633,XE,MSP,EWR,1008,0
851,c-11,c-25,c-5,653,AS,SEA,ANC,1449,0
852,c-6,c-22,c-4,728,OO,GTF,DEN,624,0
853,c-6,c-20,c-2,1721,WN,BWI,DEN,1491,0
854,c-7,c-21,c-5,1149,WN,GEG,SEA,224,0
855,c-4,c-26,c-2,646,MQ,ORD,CVG,264,0
856,c-10,c-18,c-2,1155,MQ,LGA,BOS,185,0
857,c-12,c-25,c-1,1457,CO,MIA,EWR,1086,0
858,c-2,c-13,c-7,2203,OH,ATL,CAK,528,0
859,c-10,c-25,c-2,725,DL,CHS,ATL,259,0
860,c-5,c-28,c-6,1714,AA,JFK,SJU,1597,0
861,c-1,c-6,c-4,44,US,PHL,BOS,280,1
862,c-5,c-25,c-3,1517,DL,BOS,ATL,946,0
863,c-8,c-13,c-6,2124,DL,ATL,BNA,214,0
864,c-10,c-4,c-2,1233,US,CMH,PHL,405,0
865,c-2,c-2,c-4,1748,US,CLT,BOS,728,0
866,c-6,c-13,c-2,1810,AA,TPA,DFW,929,0
867,c-6,c-1,c-4,1220,OO,ELP,DEN,563,0
